,sentID.BTEC,split,lang,sent,revised,CODA
1582,16042,corpus-6-test-corpus-26-train,KHA,يبدو أن القروش الاديتني ليها أقل بعشرة دولارات.,شكلو القروش الاديتني ليها ناقصة عشرة دولارات.,شكلو القروش الاديتني ليها ناقصة عشرة دولارات.
1583,16046,corpus-6-test-corpus-26-train,KHA,انا اتصلت بي مستر اسميث في الغرفة اتنين صفر واحد، لكن ما كان في رد. ممكن تعرف إذا هو لسة قاعد هنا؟,,انا اتصلت بي مستر اسميث في الغرفة اثنين صفر واحد، لكن ما كان في رد. ممكن تعرف اذا هو لسا قاعد هنا؟
1584,16061,corpus-6-test-corpus-26-train,KHA,داير واحد حديث.,,داير واحد حديث.
1585,16070,corpus-6-test-corpus-26-train,KHA,أنا شغال لشركة نشر.,,انا شغال لي شركة نشر.
1586,16073,corpus-6-test-corpus-26-train,KHA,ممكن من فضلك تملأ دا؟,,ممكن من فضلك تملا ده؟
1587,16080,corpus-6-test-corpus-26-test,KHA,ياتو شارع دا؟,,ياتو شارع ده؟
1588,16082,corpus-6-test-corpus-26-test,KHA,ممكن توزن الحزمة دي؟,,ممكن توزن الحزمة دي؟
1589,16089,corpus-6-test-corpus-26-train,KHA,ماذا تسمى داك بالانجليزي؟,داك اسمه شنو بالانجليزي؟,داك اسمه شنو بالانجليزي؟
1590,16091,corpus-6-test-corpus-26-train,KHA,واصل المشي في الممر دا، ثم ح تلقاه على الجانب اليمين.,,واصل المشي في الممر ده، ثم حتلقاه على الجانب اليمين.
1591,16098,corpus-6-test-corpus-26-train,KHA,داير أأكد دا.,,داير اأكد ده.
1592,16106,corpus-6-test-corpus-26-train,KHA,صباح الخير. مكتب الاستقبال. ممكن اساعدك؟,,صباح الخير. مكتب الاستقبال. ممكن اساعدك؟
1593,16127,corpus-6-test-corpus-26-train,KHA,كلو تمام. من فضلك خش.,,كلو تمام. من فضلك خش.
1594,16130,corpus-6-test-corpus-26-test,KHA,نعم، سيدي. انا بجي للفطور هنا كل يوم، من الاتنين للجمعة، قبل أمشي الشغل.,نعم، سيدي. انا بجي للفطور هنا كل يوم، من الاتنين للجمعة، قبل ما أمشي الشغل.,نعم، سيدي. انا بجي للفطور هنا كل يوم، من الاثنين للجمعة، قبل ما امشي الشغل.
1595,16140,corpus-6-test-corpus-26-dev,KHA,ما مشكلة.,,ما مشكلة.
1596,16141,corpus-6-test-corpus-26-train,KHA,من فضلك اديني تلاتة اتنين ستة اتنين تسعة واحد تمنية.,,من فضلك اديني ثلاتة اثنين ستة اثنين تسعة واحد ثمانية.
1597,16158,corpus-6-test-corpus-26-train,KHA,نعم، ممكن نخدمك من سبعة.,,نعم، ممكن نخدمك من سبعة.
1598,16167,corpus-6-test-corpus-26-train,KHA,من فضلك ارقد هنا.,,من فضلك ارقد هنا.
1599,16169,corpus-6-test-corpus-26-test,KHA,ما اسرعها من خدمة.,خدمة سريعة,خدمة سريعة
1600,16191,corpus-6-test-corpus-26-train,KHA,هو ح يظهر.,,هو ح يظهر.
1601,16217,corpus-6-test-corpus-26-train,KHA,من فضلك لف شمال في التقاطع الجاي.,,من فضلك لف شمال في التقاطع الجاي.
1602,16219,corpus-6-test-corpus-26-dev,KHA,اعزرني. كيف أوصل البنك؟,,اعزرني. كيف اوصل البنك؟
1603,16222,corpus-6-test-corpus-26-train,KHA,هل هناك خدمة بص إلى فورد ميوسيم؟,,هل هناك خدمة بص الى فورد ميوسيم؟
1604,16227,corpus-6-test-corpus-26-train,KHA,نعم. اسمك و رقم غرفتك، من فضلك.,,نعم. اسمك و رقم غرفتك، من فضلك.
1605,16231,corpus-6-test-corpus-26-train,KHA,كم من الزمن تستغرق عشان يوصل اليابان بالبريد الجوي؟,,كم من الزمن تستغرق عشان يوصل اليابان بالبريد الجوي؟
1606,16238,corpus-6-test-corpus-26-train,KHA,أوكي. اشوفك عند الثانية في الأحد.,,اوكي. اشوفك عند الثانية في الأحد.
1607,16258,corpus-6-test-corpus-26-train,KHA,داير أمشي خلال نيويورك إلى تورونتو.,,داير امشي خلال نيويورك الى تورونتو.
1608,16259,corpus-6-test-corpus-26-train,KHA,السوستة مكسورة، هل عندك زيادة في المثل؟,,السوستة مكسورة، هل عندك زيادة في المثل؟
1609,16271,corpus-6-test-corpus-26-train,KHA,دا نوع من الوساخة.,,دا نوع من الوساخة.
1610,16279,corpus-6-test-corpus-26-dev,KHA,ممكن تعيد تأكيد رحلتي؟ هنا دي تزكرتي بتاعت الخطوط الجوية.,,ممكن تعيد تأكيد رحلتي؟ هنا دي تزكرتي بتاعت الخطوط الجوية.
1611,16291,corpus-6-test-corpus-26-train,KHA,هل عندك دا في أخضر غامض؟,,هل عندك دا في اخضر غامض؟
1612,16292,corpus-6-test-corpus-26-test,KHA,هل ح تاخدني لكانتربيري و تجيبني راجع؟,,هل ح تاخدني لكانتربيري و تجيبني راجع؟
1613,16311,corpus-6-test-corpus-26-train,KHA,ممكن احصل علي شوكة جديدة؟,,ممكن احصل علي شوكة جديدة؟
1614,16312,corpus-6-test-corpus-26-train,KHA,شكرا ليك كتير للطفك.,,شكرا ليك كتير للطفك.
1615,16335,corpus-6-test-corpus-26-train,KHA,سوري، ما بنبيع تزاكر للمسرح.,,سوري، ما بنبيع تزاكر للمسرح.
1616,16337,corpus-6-test-corpus-26-train,KHA,داير اشوف دا.,,داير اشوف دا.
1617,16339,corpus-6-test-corpus-26-train,KHA,اوه، داك جميل. مفروض اعمل شنو؟,,اوه، داك جميل. مفروض اعمل شنو؟
1618,16344,corpus-6-test-corpus-26-dev,KHA,داير امدد إقامتي هنا ليومين زيادة.,,داير امدد اقامتي هنا ليومين زيادة.
1619,16351,corpus-6-test-corpus-26-train,KHA,من فضلك غير مقعدي.,,من فضلك غير مقعدي.
1620,16365,corpus-6-test-corpus-26-train,KHA,عندنا بعض الجمبري الجيد اليوم.,,عندنا بعض الجمبري الجيد اليوم.
1621,16371,corpus-6-test-corpus-26-train,KHA,لياتو تأخير هو بفتح؟,,لياتو تأخير هو بفتح؟
1622,16395,corpus-6-test-corpus-26-train,KHA,مدخن ول لا؟,,مدخن ول لا؟
1623,16403,corpus-6-test-corpus-26-train,KHA,هو غالي شديد لي. ما ممكن تعمله ارخص؟,,هو غالي شديد لي. ما ممكن تعمله ارخص؟
1624,16409,corpus-6-test-corpus-26-dev,KHA,انا بفتح في صباح الأربعاء أو الجمعة بعد الظهر.,,انا بفتح في صباح الأربعاء او الجمعة بعد الظهر.
1625,16413,corpus-6-test-corpus-26-train,KHA,أنا ما عملت حجز.,,انا ما عملت حجز.
1626,16434,corpus-6-test-corpus-26-train,KHA,لأن الصيف في اليابان عادة سخن شديد، و نحن ما عندنا مكيف هواء في الأيام القديمة.,,لأن الصيف في اليابان عادة سخن شديد، و نحن ما عندنا مكيف هواء في الأيام القديمة.
1627,16444,corpus-6-test-corpus-26-train,KHA,ممكن تنادي لي تاكسي صباح بكرة؟,,ممكن تنادي لي تاكسي صباح بكرة؟
1628,16453,corpus-6-test-corpus-26-train,KHA,إنه شرير.,,انه شرير.
1629,16465,corpus-6-test-corpus-26-train,KHA,لي ما ننتظر البص في المظلة؟,,لي ما ننتظر البص في المظلة؟
1630,16477,corpus-6-test-corpus-26-train,KHA,تعال، كينجي. خليني أوريك حول المكتب.,,تعال، كينجي. خليني اوريك حول المكتب.
1631,16478,corpus-6-test-corpus-26-train,KHA,نعم، هو مفتوح من تسعة لتسعة.,,نعم، هو مفتوح من تسعة لتسعة.
1632,16484,corpus-6-test-corpus-26-dev,KHA,انا ما بقدر انوم كويس بالليل.,,انا ما بقدر انوم كويس بالليل.
1633,16487,corpus-6-test-corpus-26-train,KHA,كيف أثر الركود في العمل؟,,كيف اثر الركود في العمل؟
1634,16495,corpus-6-test-corpus-26-train,KHA,عندي موعد تاني.,,عندي موعد تاني.
1635,16516,corpus-6-test-corpus-26-train,KHA,ممكن احصل علي خريطة شارع؟,,ممكن احصل علي خريطة شارع؟
1636,16536,corpus-6-test-corpus-26-dev,KHA,الشئ الكنت بفتش فيه.,,الشئ الكنت بفتش فيه.
1637,16542,corpus-6-test-corpus-26-train,KHA,انا ما فاهم توضيحاتك.,,انا ما فاهم توضيحاتك.
1638,16546,corpus-6-test-corpus-26-train,KHA,مفروض يعمل اتصال. ماشي لبوسطن.,,مفروض يعمل اتصال. ماشي لبوسطن.
1639,16547,corpus-6-test-corpus-26-train,KHA,وين أحسن مكان للسياحة؟,,وين احسن مكان للسياحة؟
1640,16576,corpus-6-test-corpus-26-train,KHA,هو متين؟,,هو متين؟
1641,16577,corpus-6-test-corpus-26-train,KHA,انا استمتعت جدا.,,انا استمتعت جدا.
1642,16581,corpus-6-test-corpus-26-train,KHA,طيب تمام، داير يكون عندي وش أصغر زي جوليا روبرتس.,,طيب تمام، داير يكون عندي وش اصغر زي جوليا روبرتس.
1643,16586,corpus-6-test-corpus-26-train,KHA,ممكن تشيل دا، من فضلك؟,,ممكن تشيل دا، من فضلك؟
1644,16601,corpus-6-test-corpus-26-train,KHA,الركاب المسافرين على رحلة خطوط ايه بي اس الجوية سبعة صفر تلاتة المتجهة لطوكيو من فضلكم اتقدموا للبوابة عشرين للاجراءات الحكومية.,,الركاب المسافرين على رحلة خطوط ايه بي اس الجوية سبعة صفر تلاتة المتجهة لطوكيو من فضلكم اتقدموا للبوابة عشرين للاجراءات الحكومية.
1645,16607,corpus-6-test-corpus-26-train,KHA,وين موقف البص بتاع بي؟,,وين موقف البص بتاع بي؟
1646,16643,corpus-6-test-corpus-26-train,KHA,إلى العزابة، من فضلك.,,الى العزابة، من فضلك.
1647,16653,corpus-6-test-corpus-26-dev,KHA,وين ممكن اشتري قماش طربيزة؟,,وين ممكن اشتري قماش طربيزة؟
1648,16679,corpus-6-test-corpus-26-train,KHA,ممكن أأجر مرشد يتكلم ياباني؟,,ممكن اأجر مرشد يتكلم ياباني؟
1649,16696,corpus-6-test-corpus-26-train,KHA,دايرني اخد صورتك؟,,دايرني اخد صورتك؟
1650,16709,corpus-6-test-corpus-26-train,KHA,ما عندي الصحن دا.,,ما عندي الصحن دا.
1651,16718,corpus-6-test-corpus-26-train,KHA,انا قطعت مصبعي. هل هناك مطهر؟,,انا قطعت مصبعي. هل هناك مطهر؟
1652,16723,corpus-6-test-corpus-26-train,KHA,هل ممكن احصل علي طابعة بخمسة وتسعين سنت؟,,هل ممكن احصل علي طابعة بخمسة وتسعين سنت؟
1653,16736,corpus-6-test-corpus-26-train,KHA,ح أكون هنا عند التامنة إلا ربع.,,ح اكون هنا عند التامنة الا ربع.
1654,16746,corpus-6-test-corpus-26-train,KHA,داير بعض العطر.,,داير بعض العطر.
1655,16747,corpus-6-test-corpus-26-train,KHA,ممكن اخد جدول زمني؟,,ممكن اخد جدول زمني؟
1656,16751,corpus-6-test-corpus-26-test,KHA,هل انت ماشى للمدرسة هنا؟,,هل انت ماشى للمدرسة هنا؟
1657,16758,corpus-6-test-corpus-26-dev,KHA,كم كان فيه؟,,كم كان فيه؟
1658,16760,corpus-6-test-corpus-26-train,KHA,هل فندق الهيلتون بعيد من هنا؟,,هل فندق الهيلتون بعيد من هنا؟
1659,16769,corpus-6-test-corpus-26-train,KHA,انا متأكد اني ختيته في شنطتي.,,انا متأكد اني ختيته في شنطتي.
1660,16770,corpus-6-test-corpus-26-train,KHA,الايادي فوق.,,الايادي فوق.
1661,16771,corpus-6-test-corpus-26-train,KHA,هل هناك كافيتريا بتزكيها قريب من هنا؟,,هل هناك كافيتريا بتزكيها قريب من هنا؟
1662,16773,corpus-6-test-corpus-26-train,KHA,ياتو انت بتفضل؟ غامض ول فاتح؟,,ياتو انت بتفضل؟ غامض ول فاتح؟
1663,16781,corpus-6-test-corpus-26-train,KHA,ممكن تكلمني وين نحن طايرين؟,,ممكن تكلمني وين نحن طايرين؟
1664,16793,corpus-6-test-corpus-26-train,KHA,تزكرة تحويل، من فضلك.,,تزكرة تحويل، من فضلك.
1665,16796,corpus-6-test-corpus-26-train,KHA,وين محل جميل لرحلة سياحية يوم واحد؟,,وين محل جميل لرحلة سياحية يوم واحد؟
1666,16799,corpus-6-test-corpus-26-train,KHA,داير شنطة كيلي الحمراء في نفس الاستايل زي دي.,,داير شنطة كيلي الحمراء في نفس الاستايل زي دي.
1667,16805,corpus-6-test-corpus-26-train,KHA,لسة ح يعمل الجدول داك؟,,لسا ح يعمل الجدول داك؟
1668,16810,corpus-6-test-corpus-26-train,KHA,ما الزمن البفتح فيه البنك؟,,ما الزمن البفتح فيه البنك؟
1669,16811,corpus-6-test-corpus-26-train,KHA,انا أشعر تمام.,,انا اشعر تمام.
1670,16819,corpus-6-test-corpus-26-train,KHA,أنا بقيت مشوش. هل تمانع ترسم لي خريطة؟,,انا بقيت مشوش. هل تمانع ترسم لي خريطة؟
1671,16822,corpus-6-test-corpus-26-test,KHA,برة.,,برة.
1672,16829,corpus-6-test-corpus-26-test,KHA,وديني للمستشفى.,,وديني للمستشفى.
1673,16833,corpus-6-test-corpus-26-train,KHA,هل على أجي للمستشفى كل يوم؟,,هل على اجي للمستشفى كل يوم؟
