,raw,coda
7180,المهمة,المهمة
7181,هنا,هنا
7182,هل,هل
7183,في,في
7184,اي,اي
7185,بقالات,بقالات
7186,قريبة,قريبة
7187,من,من
7188,هنا,هنا
7189,انا,انا
7190,برضو,برضو
7191,داير,داير
7192,انضم,انضم
7193,من,من
7194,سان,سان
7195,دييغو,دييغو
7196,كنت,كنت
7197,بفكر,بفكر
7198,اخد,اخد
7199,الكورس,الكورس
7200,داك,داك
7201,السمستر,السمستر
7202,الجاي,الجاي
7203,الخمرة,الخمرة
7204,ما,ما
7205,باردة,باردة
7206,كفاية,كفاية
7207,ممكن,ممكن
7208,تبردها,تبردها
7209,اكتر,اكثر
7210,هل,هل
7211,ممكن,ممكن
7212,تبدل,تبدل
7213,الحلق,الحلق
7214,ده,ده
7215,لي,لي
7216,كليبسات,كليبسات
7217,شنو,شنو
7218,اكتر,اكثر
7219,شي,شي
7220,مهتم,مهتم
7221,بيه,بيه
7222,الآن,الآن
7223,داير,داير
7224,اعادة,اعادة
7225,دفع,دفع
7226,ممكن,ممكن
7227,قروشي,قروشي
7228,راجعة,راجعة
7229,انا,انا
7230,احتمال,احتمال
7231,ما,ما
7232,اقدر,اقدر
7233,القى,القى
7234,مشروب,مشروب
7235,زي,زي
7236,دا,ده
7237,في,في
7238,اي,اي
7239,مكان,مكان
7240,تاني,ثاني
7241,ممكن,ممكن
7242,اشوف,اشوف
7243,شهادة,شهادة
7244,التطعيم,التطعيم
7245,حقتك,حقتك
7246,من,من
7247,فضلك,فضلك
7248,هل,هل
7249,انت,انت
7250,بتسافر,بتسافر
7251,كتير,كثير
7252,انا,انا
7253,جاي,جاي
7254,من,من
7255,الولايات,الولايات
7256,المتحدة,المتحدة
7257,داير,داير
7258,فندق,فندق
7259,ارخص,ارخص
7260,شوية,شوية
7261,بونساي,بونساي
7262,شكلها,شكلها
7263,زي,زي
7264,هواية,هواية
7265,زول,زول
7266,قديم,قديم
7267,ما,ما
7268,قررت,قررت
7269,لسة,لسا
7270,ممكن,ممكن
7271,تديني,تديني
7272,زمن,زمن
7273,اكتر,اكثر
7274,شوية,شوية
7275,عندي,عندي
7276,صداع,صداع
7277,اوه,اوه
7278,لا,لا
7279,من,من
7280,فضلك,فضلك
7281,اسرع,اسرع
7282,نحن,نحن
7283,متأخرين,متأخرين
7284,ما,ما
7285,داير,داير
7286,انفق,انفق
7287,اكتر,اكثر
7288,من,من
7289,عشرين,عشرين
7290,دولار,دولار
7291,لي,لي
7292,الرحلة,الرحلة
7293,ما,ما
7294,بتقلع,بتقلع
7295,وريني,وريني
7296,الحاصل,الحاصل
7297,شنو,شنو
7298,كم,كم
7299,سعر,سعر
7300,الأجرة,الأجرة
7301,ممكن,ممكن
7302,تكتب,تكتب
7303,الأجرة,الأجرة
7304,برة,برة
7305,في,في
7306,قطعة,قطعة
7307,ورقة,ورقة
7308,دير,دير
7309,اأجر,اأجر
7310,كرسي,كرسي
7311,سطح,سطح
7312,انتظر,انتظر
7313,دقيقة,دقيقة
7314,من,من
7315,فضلك,فضلك
7316,هل,هل
7317,مفروض,مفروض
7318,السيدات,السيدات
7319,يلبسوا,يلبسوا
7320,فساتين,فساتين
7321,رسمية,رسمية
7322,ما,ما
7323,تهبشني,تهبشني
7324,هل,هل
7325,عندك,عندك
7326,سجائر,سجاير
7327,اذا,اذا
7328,الهوا,الهوا
7329,ما,ما
7330,قوي,قوي
7331,شديد,شديد
7332,ممكن,ممكن
7333,نمشي,نمشي
7334,لي,لي
7335,تيكي,تيكي
7336,بوينت,بوينت
7337,ممتاز,ممتاز
7338,هو,هو
7339,منو,منو
7340,اعزرني,اعزرني
7341,ممكن,ممكن
7342,توريني,توريني
7343,وين,وين
7344,موقف,موقف
7345,التكسي,التكسي
7346,و,و
7347,الشراب,الشراب
7348,هندا,هنده
7349,ليه,ليه
7350,وين,وين
7351,اقرب,اقرب
7352,متجر,متجر
7353,اجهزة,اجهزة
7354,انا,انا
7355,بفتش,بفتش
7356,لي,لي
7357,دا,ده
7358,كله,كله
7359,تمام,تمام
7360,سيدي,سيدي
7361,و,و
7362,تحب,تحب
7363,شنو,شنو
7364,للتحلية,للتحلية
7365,عربية,عربية
7366,عادية,عادية
7367,ولا,ولا
7368,بولمان,بولمان
7369,شيكات,شيكات
7370,سياحية,سياحية
7371,شكرا,شكرا
7372,ليك,ليك
7373,دي,دي
7374,تزكرتك,تزكرتك
7375,و,و
7376,بطاقة,بطاقة
7377,الركوب,الركوب
7378,كون,كون
7379,هناك,هناك
7380,من,من
7381,فضلك,فضلك
7382,قبل,قبل
7383,ساعة,ساعة
7384,من,من
7385,زمن,زمن
7386,الرحلة,الرحلة
7387,هو,هو
7388,الم,الم
7389,حاد,حاد
7390,الاسم,الاسم
7391,جورو,جورو
7392,موتوياما,موتوياما
7393,و,و
7394,الرقم,الرقم
7395,صفر,صفر
7396,تلاتة,ثلاثة
7397,تلاتة,ثلاثة
7398,اتنين,اثنين
7399,ستة,ستة
7400,واحد,واحد
7401,اتنين,اثنين
7402,اربعة,اربعة
7403,تسعة,تسعة
7404,خمسة,خمسة
7405,حاسس,حاسس
7406,انى,اني
7407,عيان,عيان
7408,جدا,جدا
7409,اوقات,اوقات
7410,العرض,العرض
7411,حقة,حقة
7412,"""كوسيس","""كوسيس"
7413,"لف""","لف"""
7414,شنو,شنو
7415,وريني,وريني
7416,اضبط,اضبط
7417,نادي,نادي
7418,ريقي,ريقي
7419,في,في
7420,نيويورك,نيويورك
7421,في,في
7422,ياتو,ياتو
7423,طريقة,طريقة
7424,منتجك,منتجك
7425,مختلف,مختلف
7426,من,من
7427,منافسينك,منافسينك
7428,عادي,عادي
7429,ان,ان
7430,مافي,مافي
7431,زول,زول
7432,بسمع,بسمع
7433,تعليمات,تعليمات
7434,الأمان,الأمان
7435,هل,هل
7436,الشارع,الشارع
7437,الخلفي,الخلفي
7438,خطر,خطر
7439,نعم,نعم
7440,من,من
7441,فضلك,فضلك
7442,اخد,اخد
7443,الإجراء,الإجراء
7444,الضروري,الضروري
7445,هنا,هنا
7446,بطاقتي,بطاقتي
7447,التعريفية,التعريفية
7448,بنفضل,بنفضل
7449,طربيزة,طربيزة
7450,على,على
7451,الشباك,الشباك
7452,من,من
7453,فضلك,فضلك
7454,وريني,وريني
7455,الطريقة,الطريقة
7456,الارخص,الارخص
7457,لي,لي
7458,سان,سان
7459,فرانسيسكو,فرانسيسكو
7460,هل,هل
7461,بتعرف,بتعرف
7462,الكافيتيريا,الكافيتيريا
7463,كيويا,كيويا
7464,اتجاه,اتجاه
7465,واحد,واحد
7466,هل,هل
7467,في,في
7468,نادي,نادي
7469,ليلى,ليلي
7470,كويس,كويس
7471,عندو,عنده
7472,عرض,عرض
7473,فلامنجو,فلامنجو
7474,داك,داك
7475,فستان,فستان
7476,جميل,جميل
7477,فيك,فيك
7478,رجلي,رجلي
7479,بتألم,بتألم
7480,وين,وين
7481,اقرب,اقرب
7482,مغسلة,مغسلة
7483,ممكن,ممكن
7484,تبدل,تبدل
7485,المقاعد,المقاعد
7486,معاي,معاي
7487,من,من
7488,فضلك,فضلك
7489,مقاعدنا,مقاعدنا
7490,اتفصلت,اتفصلت
7491,بالتأكيد,بالتأكيد
7492,داير,داير
7493,الحزمة,الحزمة
7494,دي,دي
7495,مأمنة,مأمنة
7496,برضه,برضه
7497,الفاتورة,الفاتورة
7498,تجي,تجي
7499,مية,مية
7500,دولار,دولار
7501,مخارج,مخارج
7502,الطوارئ,الطوارئ
7503,قدام,قدام
7504,في,في
7505,النص,النص
7506,و,و
7507,ورة,ورة
7508,الطيارة,الطيارة
7509,دي,دي
7510,كلو,كله
7511,تمام,تمام
7512,حجزك,حجزك
7513,تم,تم
7514,اعادة,اعادة
7515,تأكيده,تأكيده
7516,الكعوب,الكعوب
7517,عالية,عالية
7518,شديد,شديد
7519,دايرين,دايرين
7520,طربيزة,طربيزة
7521,في,في
7522,الشرفة,الشرفة
7523,بيعني,بيعني
7524,ان,ان
7525,الفلم,الفلم
7526,احتمال,احتمال
7527,ما,ما
7528,يكون,يكون
7529,مناسب,مناسب
7530,للأطفال,للأطفال
7531,اقل,اقل
7532,من,من
7533,خمستاشر,خمستاشر
7534,عشان,عشان
7535,كدا,كدا
7536,الوالدين,الوالدين
7537,بحتاجوا,بحتاجوا
7538,يختوا,يختوا
7539,في,في
7540,الاعتبار,الاعتبار
7541,سواء,سواء
7542,يخلوا,يخلوا
7543,الأطفال,الأطفال
7544,يحضروا,يحضروا
7545,الفلم,الفلم
7546,كيف,كيف
7547,داير,داير
7548,القروش,القروش
7549,من,من
7550,فضلك,فضلك
7551,املأ,املأ
7552,الورقة,الورقة
7553,دي,دي
7554,و,و
7555,وقع,وقع
7556,هنا,هنا
7557,احيانا,احيانا
7558,بطني,بطني
7559,بتوجع,بتوجع
7560,هل,هل
7561,عندك,عندك
7562,اطباق,اطباق
7563,منخفضة,منخفضة
7564,السعرات,السعرات
7565,الحرارية,الحرارية
7566,انا,انا
7567,في,في
7568,حمية,حمية
7569,اسى,اسي
7570,ما,ما
7571,ضروري,ضروري
7572,الشحن,الشحن
7573,نعم,نعم
7574,انا,انا
7575,عندي,عندي
7576,تزكرتين,تزكرتين
7577,للجيانتس,للجيانتس
7578,و,و
7579,دودقرس,دودقرس
7580,نحن,نحن
7581,واحد,واحد
7582,من,من
7583,قمة,قمة
7584,الموردين,الموردين
7585,بتاعين,بتاعين
7586,المايكروكمبيوترات,المايكروكمبيوترات
7587,شكرا,شكرا
7588,ليك,ليك
7589,انا,انا
7590,برضه,برضه
7591,مع,مع
7592,السلامة,السلامة
7593,لغاية,لغاية
7594,الوقت,الوقت
7595,داك,داك
7596,غرفة,غرفة
7597,مزدوجة,مزدوجة
7598,مع,مع
7599,حمام,حمام
7600,من,من
7601,فضلك,فضلك
7602,انا,انا
7603,وقعت,وقعت
7604,على,على
7605,السلالم,السلالم
7606,ياتو,ياتو
7607,اسكريم,اسكريم
7608,انت,انت
7609,بتزكي,بتزكي
7610,اممم,اممم
7611,الواحد,الواحد
7612,دا,ده
7613,اللون,اللون
7614,شكله,شكله
7615,سمح,سمح
7616,عليك,عليك
7617,وين,وين
7618,كتب,كتب
7619,اللغة,اللغة
7620,الأجنبية,الأجنبية
7621,شريحتين,شريحتين
7622,و,و
7623,اسبرايت,اسبرايت
7624,اديني,اديني
7625,شوية,شوية
7626,سجائر,سجاير
7627,غير,غير
7628,قانوني,قانوني
7629,انك,انك
7630,تجيبه,تجيبه
7631,في,في
7632,البلد,البلد
7633,-,-
7634,آسف,آسف
7635,طيب,طيب
7636,اظن,اظن
7637,ده,ده
7638,كل,كل
7639,شي,شي
7640,نعم,نعم
7641,انا,انا
7642,هو,هو
7643,كانوا,كانوا
7644,ساكنين,ساكنين
7645,جنبي,جنبي
7646,في,في
7647,كاليفورنيا,كاليفورنيا
7648,لكن,لكن
7649,رحلت,رحلت
7650,لي,لي
7651,فلوريدا,فلوريدا
7652,قبل,قبل
7653,سنتين,سنتين
7654,و,و
7655,انت,انت
7656,كيف,كيف
7657,هل,هل
7658,بتسافر,بتسافر
7659,براك,براك
7660,انا,انا
7661,عيان,عيان
7662,طفلي,طفلي
7663,شكله,شكله
7664,مرهق,مرهق
7665,من,من
7666,الحمى,الحمى
7667,في,في
7668,المقاس,المقاس
7669,دا,ده
7670,من,من
7671,فضلك,فضلك
7672,درجات,درجات
7673,المزايا,المزايا
7674,الثقافية,الثقافية
7675,يبدوها,يبدوها
7676,لفنانين,لفنانين
7677,وعلماء,وعلماء
7678,مميزين,مميزين
7679,في,في
7680,اليوم,اليوم
7681,داك,داك
7682,انا,انا
7683,ياباني,ياباني
7684,سعر,سعر
7685,الغرفة,الغرفة
7686,هو,هو
7687,ستة,ستة
7688,الف,الف
7689,ين,ين
7690,لليلة,لليلة
7691,داك,داك
7692,غالي,غالي
7693,شديد,شديد
7694,نعم,نعم
7695,اخد,اخد
7696,البص,البص
7697,البمشي,البمشي
7698,لي,لي
7699,كيوتوايكي,كيوتوايكي
7700,هل,هل
7701,هو,هو
7702,للأعضاء,للأعضاء
7703,فقط,فقط
7704,سعر,سعر
7705,الغرفة,الغرفة
7706,هو,هو
7707,ستة,ستة
7708,الف,الف
7709,ين,ين
7710,لليلة,لليلة
7711,ممكن,ممكن
7712,اجيب,اجيب
7713,دا,دا
7714,في,في
7715,ركوب,ركوب
7716,الطيارة,الطيارة
7717,تمام,تمام
7718,داير,داير
7719,وشاح,وشاح
7720,عشان,عشان
7721,يمشي,يمشي
7722,مع,مع
7723,داك,داك
7724,اشحن,اشحن
7725,البطاريه,البطاريه
7726,من,من
7727,فضلك,فضلك
7728,انا,انا
7729,جاهز,جاهز
7730,اطلب,اطلب
7731,املاح,املاح
7732,الحمام,الحمام
7733,العشبي,العشبي
7734,بتخلي,بتخلي
7735,بشرتك,بشرتك
7736,ناعمة,ناعمة
7737,و,و
7738,ملساء,ملسا
7739,اكتب,اكتب
7740,اسم,اسم
7741,الخطوط,الخطوط
7742,الجوية,الجوية
7743,و,و
7744,رقم,رقم
7745,الرحلة,الرحلة
7746,برضه,برضه
7747,حقيقة,حقيقة
7748,اليوم,اليوم
7749,هو,هو
7750,الأحد,الأحد
7751,و,و
7752,الأحد,الأحد
7753,اكعب,اكعب
7754,يوم,يوم
7755,نعم,نعم
7756,هي,هي
7757,مشكلة,مشكلة
7758,عدم,عدم
7759,تصرف,تصرف
7760,داير,داير
7761,الشكل,الشكل
7762,دا,ده
7763,في,في
7764,وضع,وضع
7765,خمسة,خمسة
7766,اماكن,اماكن
7767,اسر,اسر
7768,كثيرة,كثيرة
7769,عندهم,عندهم
7770,دخول,دخول
7771,مزدوجة,مزدوجة
7772,اوه,اوه
7773,الفضة,الفضة
7774,دي,دي
7775,نادرة,نادرة
7776,"""القمر","""القمر"
7777,و,و
7778,"الجرس""","الجرس"""
7779,اكيد,اكيد
7780,داير,داير
7781,تبادلا,تبادلا
7782,البني,البني
7783,شعبي,شعبي
7784,جدا,جدا
7785,السنة,السنة
7786,دي,دي
7787,فكرة,فكرة
7788,جيدة,جيدة
7789,متين,متين
7790,مخطط,مخطط
7791,تجي,تجي
7792,اوكي,اوكي
7793,مقعدين,مقعدين
7794,من,من
7795,فضلك,فضلك
7796,وين,وين
7797,السوق,السوق
7798,يا,يا
7799,شباب,شباب
7800,انا,انا
7801,قايلكم,قايلكم
7802,اكلتوا,اكلتوا
7803,دونات,دونات
7804,كم,كم
7805,تكلفة,تكلفة
7806,تزكرة,تزكرة
7807,درجة,درجة
7808,اولى,اولى
7809,لي,لي
7810,ادينبيره,ادينبيره
7811,من,من
7812,فضلك,فضلك
7813,شكلو,شكلو
7814,القروش,القروش
7815,الاديتني,الاديتني
7816,ليها,ليها
7817,ناقصة,ناقصة
7818,عشرة,عشرة
7819,دولارات,دولارات
7820,انا,انا
7821,اتصلت,اتصلت
7822,بي,بي
7823,مستر,مستر
7824,اسميث,اسميث
7825,في,في
7826,الغرفة,الغرفة
7827,اتنين,اثنين
7828,صفر,صفر
7829,واحد,واحد
7830,لكن,لكن
7831,ما,ما
7832,كان,كان
7833,في,في
7834,رد,رد
7835,ممكن,ممكن
7836,تعرف,تعرف
7837,اذا,اذا
7838,هو,هو
7839,لسة,لسا
7840,قاعد,قاعد
7841,هنا,هنا
7842,داير,داير
7843,واحد,واحد
7844,حديث,حديث
7845,ممكن,ممكن
7846,من,من
7847,فضلك,فضلك
7848,تملأ,تملا
7849,دا,ده
7850,ياتو,ياتو
7851,شارع,شارع
7852,دا,ده
7853,ممكن,ممكن
7854,توزن,توزن
7855,الحزمة,الحزمة
7856,دي,دي
7857,داك,داك
7858,اسمه,اسمه
7859,شنو,شنو
7860,بالانجليزي,بالانجليزي
7861,داير,داير
7862,اأكد,اأكد
7863,دا,ده
7864,صباح,صباح
7865,الخير,الخير
7866,مكتب,مكتب
7867,الاستقبال,الاستقبال
7868,ممكن,ممكن
7869,اساعدك,اساعدك
7870,كلو,كلو
7871,تمام,تمام
7872,من,من
7873,فضلك,فضلك
7874,خش,خش
7875,نعم,نعم
7876,سيدي,سيدي
7877,انا,انا
7878,بجي,بجي
7879,للفطور,للفطور
7880,هنا,هنا
7881,كل,كل
7882,يوم,يوم
7883,من,من
7884,الاتنين,الاثنين
7885,للجمعة,للجمعة
7886,قبل,قبل
7887,ما,ما
7888,امشي,امشي
7889,الشغل,الشغل
7890,ما,ما
7891,مشكلة,مشكلة
7892,من,من
7893,فضلك,فضلك
7894,اديني,اديني
7895,تلاتة,ثلاتة
7896,اتنين,اثنين
7897,ستة,ستة
7898,اتنين,اثنين
7899,تسعة,تسعة
7900,واحد,واحد
7901,تمنية,ثمانية
7902,نعم,نعم
7903,ممكن,ممكن
7904,نخدمك,نخدمك
7905,من,من
7906,سبعة,سبعة
7907,من,من
7908,فضلك,فضلك
7909,ارقد,ارقد
7910,هنا,هنا
7911,خدمة,خدمة
7912,سريعة,سريعة
